Itinerario;ID;Livello;Genitore;Titolo;Sottotitolo; Testo_storia;Testo_Audio_Cicerone;Immagine;Tipo_Card;latitudine;longitudine;mappaCartella
Ciociaria;6,1,1;Monumento;6,1;Mura poligonali;;"La cinta difensiva è quasi integra, con mura in opera poligonale a grandi
blocchi calcarei del IV secolo a.C., una parte superiore in opera quadrata romana
(II-I secolo a.C.) e interventi medievali in piccoli conci cementati per le torri. La si
osserva al meglio appena fuori dalla porta Sanguinaria, cui si scende per una
pittoresca strada a scalini;  nei pressi, si incontrano anche i resti di un teatro
romano (forse del II secolo) e la chiesa di S. Lucia (IX-X secolo, con affreschi di
varie epoche e cripta risalente al IV secolo). Altri ariosi panorami sulla valle del
Sacco si colgono dalla porta Maggiore o di Casamari, opera difensiva a doppia
arcata di età sillana (II secolo a.C.); nei pressi della porta, un masso riporta il
cosiddetto testamento di Aulo Quintilio, grande epigrafe scolpita nella roccia viva e
riferibile alle cariche pubbliche e agli editti di un importante magistrato cittadino
vissuto ai tempi di Traiano (II secolo d.C.)";;immagini/ferentino_mura.webp;Dettaglio;;;
Ciociaria;6,1,2;Monumento;6,1;S.Maria Maggiore;;"Origini e valore artistico: Considerata il monumento medievale più elegante di Ferentino, sorge su una primitiva chiesa paleocristiana (SS. Trinità) ed è un insigne esempio di architettura gotico-cistercense.

Storia e ordini religiosi:

Ricostruita nel XIII secolo dai monaci Cistercensi (probabilmente promossa dal vescovo Rodolfo, ex abate di Casamari), la chiesa era collegata a un monastero tramite chiostro.

Ospitò i papi cistercensi Eugenio III (nel 1149 e 1151) e Alessandro III.

Nel XIV secolo la gestione passò ai Benedettini sotto l'abbazia di Montecassino.

Architettura esterna: Realizzata in travertino ferentinate, presenta pianta basilicale a tre navate. La facciata principale è decorata da un grande rosone a 12 raggi (simbolo degli Apostoli) sormontato dal Redentore e da due rosoni minori a quadrifoglio; la facciata posteriore include un altro rosone e una bifora che illumina l'abside.

Interno: Caratterizzato da alte arcate gotiche e da un presbiterio con colonne a fascio dai capitelli tutti diversi, a sostegno della volta e della torre a lanterna.";;immagini/ferentino_maggiore.webp;Dettaglio;;;
Ciociaria;6,1,3;Monumento;6,1;Mercato romano;;"Epoca e collocazione: Risale all'epoca sillana (II - I sec. a.C.), pavimentato in opus incertum. È integrato nel tessuto murario dell'Acropoli, posizionato 12 metri al di sotto della spianata superiore.

Ingresso e illuminazione: Presenta un imponente arcone alto 8 metri in opus quadratum, realizzato con conci di calcare strombati verso est per far penetrare la luce solare fin al mattino nell'area più interna.

Struttura e importanza: Composto da un'aula di 24 metri con cinque botteghe coperte da volte a botte, rappresenta un modello e prototipo archetipico per le future architetture di questo genere.";;immagini/ferentino_mercato.webp;Dettaglio;;;
Ciociaria;6,1,4;Monumento;6,1;s. Lucia;;"Origini e struttura: Edificata verso il IX secolo su resti di terme o abitazioni romane. In un'epoca imprecisata ha perso la terza navata (come mostrano le arcate tamponate sul muro sinistro).

La cripta sotterranea: Rimasta sepolta fino al 1900 circa, nasceva forse come ipogeo delle vicine Terme Romane di Flavia Domitilla. Sebbene alcune ipotesi la vedano come catacomba del IV secolo, gli interventi e i decori risalgono principalmente al XIII secolo.

Elementi architettonici e decorativi:

Presenta un campanile a vela basso e inusuale, innestato sul tetto.

L'abside e le mensole sono decorate con motivi figurativi (testine mostruose e volti umani barbuti).

Interni e affreschi: Ospita un affresco del 1585 raffigurante Santa Lucia con giglio e copricapo (iconografia tipica della provincia di Campagna e Marittima), oltre allo stemma vescovile e al giglio di Ferentino.";;immagini/ferentino_slucia.webp;Dettaglio;;;
Ciociaria;6,1,5;Monumento;6,1;Acropoli;;"L'Acropoli fu impiantata sulla altura rocciosa che emergeva dalla collina di Ferentino, realizzando un terrazzamento lungo circa 170x80 metri, contenuto da mura in opera poligonale: da qui il nome Avancorpo.
L'opera rientra in un ampio progetto realizzato dai Romani ai tempi di Silla, tra il 100 e l'80 a.C. circa, che comprendeva anche la costruzione del Mercato Romano Coperto, altra grande massa di contenimento installata sul versante opposto dell'Acropoli.
Dalle iscrizioni incise sulla facciata sud-ovest, ripetute sul lato sud-est e sull'architrave delle due porte d'accesso, sappiamo che i censori Aulo Irzio e Marco Lollio fecero costruire e collaudarono l'opera, e che questa partiva da una profondità di 33 piedi (9,75 metri).
La struttura della base è in opera poligonale di IV maniera, con piani orizzontali discontinui e grandi blocchi squadrati.
Da questo piano si proseguì in opera quadrata con blocchi più piccoli, con l’apertura di una serie di piccole finestre che danno luce al Criptoportico (struttura interna con tre ambienti rettangolari, circondata da corridoi sui quattro lati).
La terza fase di costruzione, facilmente individuabile sopra le precedenti, è l'Episcopio: inizialmente realizzato nel XII secolo, fu fortemente ampliato nei secoli XVII e XVIII, quando Ferentino divenne anche sede della Rettoria di Campagna e Marittima. L’edificio si estese al punto di arrivare a filo con le mura da ogni lato, fino a riempire tutto lo spazio delimitato dall'Avancorpo.
Sulla sinistra si apre la Porta del Fattore, che conduce alla Cattedrale di San Giovanni tramite una salita coperta da una volta. Sul concio posto come chiave di volta è possibile notare un antico simbolo propiziatorio di tipo fallico. Lungo questo percorso, le pareti presentano varie aperture ad oggi sigillate, mentre a metà strada si trova l'ingresso al Criptoportico.";;immagini/ferentino_acropoli.webp;Dettaglio;;;
Ciociaria;6,1,6;Monumento;6,1;Cattedrale;;"Nella facciata a salienti (successione di spioventi posti a differenti altezze) si aprono tre porte architravate sormontate da lunette.
Storia e costruzione: Situata sull'acropoli e in stile romanico con rivestimento in travertino, la Cattedrale fu fondata da papa Pasquale I e dedicata ai santi martiri Giovanni e Paolo. Dopo le devastazioni di Goti e Longobardi nel IX secolo, fu riedificata e consacrata nel 1108 sotto il pontificato di Pasquale II ad opera del vescovo Agostino.

Architettura e interni: L'interno è suddiviso in tre navate (ciascuna con abside), sostenute da pilastri alternati a colonne di granito del IV secolo d.C.

Torre campanaria: Posta dietro le absidi e staccata dalla chiesa, risale originariamente all'800 e conserva elementi architettonici longobardi e carolingi.

Opere d'arte e decorazioni principali:

Elementi cosmateschi (XIII sec.): Pavimento, amboni, pulpito, candelabro e mosaici realizzati dai maestri Cosmati (su impulso anche di papa Innocenzo III).

Sculture e arredi sacri: Il ciborio del XIII secolo (opera di Drudus de Trivio), la colonna tortile del cero pasquale (attribuita al Vassalletto) e gli affreschi dei Cisterna.

Dipinti e oreficeria: Un dipinto della Madonna del Parto attribuito al fiorentino Carlo Dolci (seicento), la statua equestre in argento di Sant'Ambrogio dell'orafo Fantino Taglietti (XVII secolo) e i busti d'argento dei Santi Pietro e Paolo (XVI secolo) attribuiti alla scuola di Benvenuto Cellini.

Reperti in sacrestia: Custodisce reperti archeologici di stile longobardo provenienti dal precedente edificio del IX secolo.";;immagini/ferentino_cattedrale.webp;Dettaglio;;;
Ciociaria;6,1,7;Monumento;6,1;Palazzo Vescovile;;"Origini della Diocesi: Risale alla fine del IV secolo (primo vescovo documentato: Bassus, 487 d.C.) con sede iniziale presso la chiesa di Santa Maria Maggiore.

Il Palazzo Vescovile (Episcopio):

Costruzione: Edificato nel XIII secolo sull'Acropoli, direttamente addossato alle mura romane.

Funzioni storiche: Sede dell'autorità religiosa e Curia del Rettore della Provincia di Campagna e Marittima per garantire il controllo pontificio sui territori a sud di Roma.

Il Museo Diocesano (istituito nel 2011):

Sede ed esposizioni: Ospitato nell'Episcopio, ripercorre la storia della Diocesi e del Palazzo.

Opere e reperti: Conserva ritratti dei vescovi, documenti e mappe storiche, affreschi della demolita chiesa di S. Andrea, dipinti attribuiti al Cavalier d'Arpino e paramenti/oreficeria sacra dal XVII al XX secolo (tra cui la mitria di Papa Celestino V).

Rete museale: Aderisce al Sistema Museale Integrato di Frosinone (SIF Cultura).";;immagini/ferentino_vescovile.webp;Dettaglio;;;
Ciociaria;6,1,8;Monumento;6,1;Monastero s. Antonio;;"Fondazione e ordini religiosi: Fondato sul Colle del Fico da Pietro dal Morrone (futuro Celestino V) tra il 1260 e il 1280, con la realizzazione di un chiostro attorno alla precedente chiesa degli Antoniani. Gestito dall'Ordine dei Celestini fino al XVII secolo, divenne poi una grangia (comunità agraria) dipendente da Sant’Eusebio a Roma.

Importanza storica e sepolture:

Ospitò le spoglie di Celestino V fino al 1327 (poi traslate a L'Aquila).

Conserva le spoglie dell'umanista Martino Filetico (1430-1495) in una cappella laterale.

Architettura e affreschi: Con la demolizione della volta ottocentesca è stata ripristinata l'architettura rurale originaria e sono riemersi affreschi medievali raffiguranti Santi (scuola di Pietro Cavallini).

Simbologia e pellegrinaggi:

Sull'arcata maggiore sono presenti tre stemmi del '400: la tiara papale, la croce tau (Antoniani) e il giglio di Ferentino.

Presenza di simboli come un probabile Valcento (vessillo templare) e un labirinto inciso nella pietra, indici di un luogo di penitenza e tappa sostitutiva per il pellegrinaggio a Gerusalemme.";;immagini/ferentino_monastero.webp;Dettaglio;;;
Ciociaria;6,2;Paese;6;Alatri;;"Su un colle di ulivi, propaggine dei monti Èrnici, la città (m 502, ab. 28 000 circa) di antichissima origine e impronta medievale si raccoglie attorno alla
celebre, panoramica acropoli. Il compatto nucleo storico è caratterizzato da una
fitta trama di vie strette e tortuose, spesso in forte pendenza, case medievali e
antiche chiese. Centro degli èrnici, venne inclusa alla fine del IV secolo a.C.
nell’orbita romana e fu fiorente in epoca imperiale; distrutto da Totila nel 543,
rinacque nel XII secolo come Civitanova e conobbe, protetto dalle sue mura, una
prospera stagione comunale tra XIII e XIV secolo.";;immagini/alatri_panorama.webp;Principale;41,726448;13,346896;mappe-offline/Ciociaria
Ciociaria;INF6,2;Info / Contatto;6,2;uffico turismo;;"📍 Indirizzo:via Cesare Battisti,<br>📞 Tel.  0775 448386<br>🕒 Orari<br>🌐 Sito web:https://www.alatriturismo.it  

<br>🅿️ Posteggio consigliato: Parcheggio multipiano Via guglielmo Marconi/Viale Duca d'Aosta";;;Info / Contatto;;;
Ciociaria;6,2,1;Monumento;6,2;Acropoli;;"A pianta trapezoidale, occupa la sommità del colle contenuta da mura poligonali a irregolari blocchi di calcare locale, erette tra il IV e il II secolo a.C. (ma la datazione è dibattuta) su una preesistente fortificazione. Lungo tale cerchia esterna delle mura, in corrispondenza dei tracciati viari più antichi ed importanti della città, si aprono cinque porte di accesso: l'unica preservatasi nella struttura originaria è porta San Benedetto sormontata da architrave monolitica.
Percorrendo l’ottocentesca via Gregoriana si coglie la grandiosità e la perizia tecnico-costruttiva della cerchia, innalzata con enormi massi che combaciano perfettamente. Rocca imprendibile e luogo di rifugio per la popolazione nel medioevo, l’acropoli fu poi abbandonata e solo nel XIX secolo se ne cominciò il recupero. Dalla Porta maggiore o di Cìvita, dal colossale architrave monolitico, si sale al vastissimo piazzale alberato sul quale sorge il Duomo . Dai margini del piazzale il panorama* si svolge circolare sui borghi, sui poggi e sulle pianure della Ciociaria. All’angolo nord-orientale si apre la Porta minore, con simboli fallici scolpiti sull’architrave; sul gradino di roccia ai piedi della porta sono stati messi in luce i resti del portico di Lucio Betilieno Varo, dal nome del censore romano che lo fece edificare nel II secolo a.C. Monumentale accesso all’acropoli, il portico venne distrutto nel 543 d.C. durante l’assedio del re ostrogoto Totila e riscoperto solo nel 1885: si riconoscono ancora una porzione dell’ampio camminamento sopraelevato, lo stilobate sul quale poggiavano i sostegni della copertura e il canale di scolo delle acque piovane.";;immagini/alatri_acropoli.webp;Dettaglio;;;
Ciociaria;6,2,2;Monumento;6,2;Cattedrale;;"

Origini e ubicazione: Costruita in epoca altomedievale (con notizie dal 930 d.C.) sulla sommità dell'acropoli, sorge sulle fondamenta di un antico altare ernico e dei resti di un tempio di Saturno.
Modifiche architettoniche:
Ristrutturata nel XVIII secolo con forme settecentesche.
La facciata (in pietra e laterizio) e il campanile furono realizzati tra il 1790 e il 1808 da Jacopo Subleyras, ispirandosi alle basiliche romane; attico e timpano vennero aggiunti nel 1884.
Dichiarata basilica minore a metà del XIX/XX secolo.
Interno: L'impianto è a tre navate a croce latina con transetto sopraelevato, tra le opere di pregio si conservano reperti di un pergamo cosmatesco del 1222.
Reliquie e tesori spirituali:
Le spoglie del patrono San Sisto I Papa (custodite in un'antica urna di piombo con iscrizione).
Il corpo di Sant'Alessandro martire (donato nel 1640).
La reliquia dell'Ostia Incarnata, legata al miracolo eucaristico del 1228 riconosciuto ufficialmente da Papa Gregorio IX (evento rappresentato negli affreschi delle cappelle laterali).";;immagini/alatri_cattedrale.webp;Dettaglio;;;
Ciociaria;6,2,3;Monumento;6,2;s. Maria Maggiore;;"Storia e origini: Costruita nel V secolo sulle rovine di un tempio di Venere (originariamente dedicata alla Vergine e al Salvatore e citata dal 1137), venne ampliata in epoca romanica e poi trasformata nel XIII secolo da maestranze borgognone nelle attuali linee romanico-gotiche.
Facciata e rosoni:
Facciata a capanna del XIV secolo con tre portali con lunette affrescate (il portale centrale presenta una Madonna col Bambino del tardo Trecento).
Il magnifico rosone centrale, con disegno trilobo e partizione quadrilatera, richiama i disegni di Villard de Honnecourt (1235 ca) ed è riprodotto in scala nella vicina chiesa di San Francesco.
In cima alla cuspide, una nicchia ospita la statua del Battista.
Campanile e lati esterni:
Il campanile (del 1394, con stemma di Bonifacio IX) presenta due ordini di bifore con colonnine binate e capitelli differenti; la sua antica cuspide crollò con il terremoto del 1654.
Il lato nord è scandito da monofore e contrafforti in pietra, con un archivolto affrescato alla base della torre.";;immagini/alatri_maggiore.webp;Dettaglio;;;
